ds,Open,Volume,Close,Close_Lag1,MA7
2021-11-16,4301.484471825664,20.353937055312247,4288.870730027332,4293.117084108717,4296.848863251328
2021-11-17,4298.932015528862,14.380521487349256,4287.374835357156,4288.870730027332,4294.413275543579
2021-11-18,4294.651763092607,18.43014311120358,4281.903396232549,4287.374835357156,4291.736856857207
2021-11-22,4291.5572743694665,17.01231396220607,4279.321295781958,4281.903396232549,4288.847501227322
2021-11-23,4287.726528111087,20.087029595101846,4274.7877339788665,4279.321295781958,4286.040158877792
2021-11-24,4284.753210293566,13.844521013936163,4273.020873070185,4274.7877339788665,4282.627992650966
2021-11-25,4280.051933811905,17.620274778454135,4267.303778478002,4273.020873070185,4278.940377560864
2021-11-26,4276.496188923329,16.719659022552523,4269.226334235062,4267.303778478002,4276.134035304825
2021-11-29,4275.592103298432,15.3009027865036,4264.274669502346,4269.226334235062,4272.834011611281
2021-11-30,4271.605589890113,18.256155083104325,4259.850551616683,4264.274669502346,4269.683605237586
2021-12-01,4268.598903810994,11.956210629650371,4258.319081840024,4259.850551616683,4266.6832889601665
2021-12-02,4264.011082304483,15.743758741994537,4252.98109885461,4258.319081840024,4263.568055370987
2021-12-03,4260.738684009785,14.929407910225624,4255.442424824341,4252.98109885461,4261.056848478724
